#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
091717+012954,139.325000,1.498600,-99.000,-99.000,0.63,-99.00,-99.00,20.46,-99.00,CG,"CNN V",C,"SuGOHI10 SuGOHI5 SuGOHI6"
015950-043913,29.962300,-4.653850,-99.000,-99.000,0.71,-99.00,-99.00,20.46,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
091145-002303,137.938500,-0.384300,-99.000,-99.000,0.49,-99.00,-99.00,20.46,21.42,CG,V,C,SuGOHI5
141735+522646,214.398850,52.446130,-99.000,-99.000,0.83,-99.00,-99.00,20.46,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
015657-053141,29.241073,-5.528088,-99.000,-99.000,0.65,-99.00,-99.00,20.47,-99.00,GG,V,C,SuGOHI6
091637-011310,139.155887,-1.219608,-99.000,-99.000,0.68,-99.00,-99.00,20.47,-99.00,GG,V,C,SuGOHI6
090106+023915,135.276736,2.654337,-99.000,-99.000,0.69,-99.00,-99.00,20.47,-99.00,GG,V,C,SuGOHI6
115236-011431,178.153687,-1.241971,-99.000,-99.000,0.64,-99.00,-99.00,20.47,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
122406-012853,186.029154,-1.481585,-99.000,-99.000,0.68,-99.00,-99.00,20.48,-99.00,GG,,B,HOLISMOKES8
020923-020206,32.348244,-2.035120,-99.000,-99.000,0.85,-99.00,-99.00,20.48,-99.00,GG,VY,C,SuGOHI6
160338+432827,240.912341,43.474169,-99.000,-99.000,-99.00,-99.00,-99.00,20.48,20.98,GG,Y,C,SuGOHI1
235328+004041,358.370287,0.678209,-99.000,-99.000,0.66,-99.00,-99.00,20.48,-99.00,GG,,B,HOLISMOKES8
090611+011953,136.546300,1.331400,-99.000,-99.000,0.66,1.28,-99.00,20.49,22.80,CG,"CNN V",B,"HOLISMOKES13 SuGOHI5 SuGOHI6 HOLISMOKES8 SuGOHI10"
023314-024352,38.311994,-2.731247,-99.000,-99.000,0.72,-99.00,-99.00,20.49,-99.00,GG,"VY CNN",A,"HOLISMOKES8 SuGOHI10 SuGOHI6"
224116+042934,340.319631,4.492953,-99.000,-99.000,0.70,-99.00,-99.00,20.50,-99.00,GG,,B,HOLISMOKES8
001317+020931,3.324348,2.158807,-99.000,-99.000,-99.00,-99.00,-99.00,20.50,-99.00,GG,Y,C,SuGOHI8
083841+025720,129.673340,2.955589,-99.000,-99.000,-99.00,-99.00,-99.00,20.50,-99.00,GG,Y,C,SuGOHI8
231946+003009,349.944200,0.502600,-99.000,-99.000,0.89,1.28,-99.00,20.50,23.64,CG,V,C,SuGOHI5
142053+005620,215.223429,0.939065,-99.000,-99.000,0.61,-99.00,-99.00,20.51,22.20,GG,"CNN Y",A,"HOLISMOKES8 HOLISMOKES13 SuGOHI1 SuGOHI10"
090702-013620,136.758500,-1.605600,-99.000,-99.000,0.71,1.53,-99.00,20.51,24.94,CG,V,C,SuGOHI5
091821+022318,139.591600,2.388430,-99.000,-99.000,0.59,-99.00,-99.00,20.51,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
085246+021959,133.194924,2.333270,-99.000,-99.000,0.68,-99.00,-99.00,20.51,-99.00,GG,"VY CNN",B,"SuGOHI10 SuGOHI6"
122122+005431,185.344400,0.908720,-99.000,-99.000,0.72,-99.00,-99.00,20.51,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
225153+051518,342.971440,5.255200,-99.000,-99.000,0.76,-99.00,-99.00,20.52,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
141048-010946,212.703800,-1.162900,-99.000,-99.000,0.66,-99.00,-99.00,20.52,21.98,GG,V,B,SuGOHI5
090938+002842,137.410818,0.478488,-99.000,-99.000,0.72,-99.00,-99.00,20.52,-99.00,GG,"VY CNN",A,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI6"
105338+045536,163.410101,4.926734,-99.000,-99.000,-99.00,-99.00,-99.00,20.52,-99.00,GG,Y,C,SuGOHI8
101149-010525,152.955936,-1.090414,-99.000,-99.000,0.65,-99.00,-99.00,20.53,-99.00,GG,,B,HOLISMOKES8
144201-010309,220.507886,-1.052553,-99.000,-99.000,1.12,-99.00,-99.00,20.53,-99.00,GG,V,C,SuGOHI6
021202-042214,33.010235,-4.370584,-99.000,-99.000,0.72,-99.00,-99.00,20.53,-99.00,GG,V,C,SuGOHI6
115454-014946,178.726800,-1.829500,-99.000,-99.000,0.91,-99.00,-99.00,20.54,22.10,GG,V,C,SuGOHI5
090911+040518,137.297700,4.088400,-99.000,-99.000,0.82,1.73,-99.00,20.54,24.79,CG,"CNN V",B,"HOLISMOKES8 SuGOHI5 HOLISMOKES6+13"
141715+515057,214.314162,51.849379,-99.000,-99.000,0.75,-99.00,-99.00,20.54,-99.00,GG,VY,C,SuGOHI6
125903+014542,194.763025,1.761805,-99.000,-99.000,-99.00,-99.00,-99.00,20.54,-99.00,GG,Y,C,SuGOHI8
145218+434318,223.076940,43.721880,-99.000,-99.000,0.59,-99.00,-99.00,20.54,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
230545+000540,346.440174,0.094548,-99.000,-99.000,0.73,-99.00,-99.00,20.54,-99.00,GG,CNN,A,"HOLISMOKES8 HOLISMOKES13"
021010-011836,32.543700,-1.310200,-99.000,-99.000,0.77,1.56,-99.00,20.55,24.18,CG,V,C,SuGOHI5
115139+003032,177.912700,0.508900,-99.000,-99.000,0.48,1.47,-99.00,20.55,24.27,CG,V,C,SuGOHI5
224359-000448,340.998900,-0.080200,-99.000,-99.000,0.71,1.97,-99.00,20.55,26.84,CG,V,B,SuGOHI5
085118+002044,132.826802,0.345647,-99.000,-99.000,0.84,-99.00,-99.00,20.55,-99.00,GG,VY,C,SuGOHI6
021356-050855,33.486352,-5.148854,-99.000,-99.000,0.79,-99.00,-99.00,20.56,-99.00,GG,V,C,SuGOHI6
085024-002043,132.600857,-0.345517,-99.000,-99.000,0.77,-99.00,-99.00,20.56,-99.00,GG,V,C,SuGOHI6
163358+424557,248.492354,42.766052,-99.000,-99.000,0.89,-99.00,-99.00,20.56,-99.00,GG,V,C,SuGOHI6
000020-002051,0.086810,-0.347502,-99.000,-99.000,0.95,-99.00,-99.00,20.56,-99.00,GG,,B,HOLISMOKES8
023124-045120,37.853644,-4.855664,-99.000,-99.000,0.67,-99.00,-99.00,20.57,-99.00,GG,,B,HOLISMOKES8
160223+434621,240.599000,43.772600,-99.000,-99.000,0.42,0.78,-99.00,20.57,20.71,CG,V,B,SuGOHI5
150023+012833,225.095950,1.475860,-99.000,-99.000,0.70,-99.00,-99.00,20.57,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
015845-003016,29.690035,-0.504554,-99.000,-99.000,0.84,-99.00,-99.00,20.58,-99.00,GG,,B,HOLISMOKES8
221306+014708,333.275790,1.785610,-99.000,-99.000,0.42,0.77,-99.00,20.58,21.05,CG,"K V",A,"SuGOHI5 More2016"
141805+004435,214.523100,0.743100,-99.000,-99.000,0.85,1.98,-99.00,20.58,24.70,CG,V,B,"SuGOHI5 SuGOHI6"
222840+002213,337.168600,0.370300,-99.000,-99.000,0.97,1.02,-99.00,20.58,22.68,CG,"CNN V",A,"HOLISMOKES6+13 SuGOHI5"
143113-000613,217.807800,-0.103700,-99.000,-99.000,0.70,1.51,-99.00,20.58,22.30,CG,"VY CNN V",B,"HOLISMOKES8 SuGOHI5 SuGOHI6 HOLISMOKES6+13"
000451-010316,1.216000,-1.054600,-99.000,-99.000,0.48,1.92,-99.00,20.58,21.13,CG,V,A,SuGOHI5
021241-014059,33.171335,-1.683201,-99.000,-99.000,0.72,-99.00,-99.00,20.58,-99.00,GG,V,C,SuGOHI6
121844+010805,184.685604,1.134726,-99.000,-99.000,0.67,-99.00,-99.00,20.58,-99.00,GG,,B,HOLISMOKES8
120630-011428,181.629124,-1.241309,-99.000,-99.000,0.69,-99.00,-99.00,20.58,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
224211+023023,340.548472,2.506600,-99.000,-99.000,0.75,-99.00,-99.00,20.59,-99.00,GG,V,B,SuGOHI6
100050+013251,150.209433,1.547711,-99.000,-99.000,0.62,-99.00,-99.00,20.59,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
223513+034313,338.806252,3.720417,-99.000,-99.000,0.60,-99.00,-99.00,20.59,-99.00,GG,"CNN Y",B,"HOLISMOKES8 SuGOHI8 HOLISMOKES6+13"
114440-003904,176.168128,-0.651309,-99.000,-99.000,0.79,-99.00,-99.00,20.59,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
142800-000421,217.003507,-0.072529,-99.000,-99.000,0.75,-99.00,-99.00,20.59,-99.00,GG,"VY CNN",B,"SuGOHI10 SuGOHI6"
090658+015449,136.743627,1.913680,-99.000,-99.000,0.89,-99.00,-99.00,20.60,-99.00,GG,,B,HOLISMOKES8
140219-011938,210.583228,-1.327424,-99.000,-99.000,0.81,-99.00,-99.00,20.60,-99.00,GG,VY,C,SuGOHI6
140730-011528,211.875848,-1.257966,-99.000,-99.000,0.77,-99.00,-99.00,20.60,-99.00,GG,V,C,SuGOHI6
125220+025504,193.085819,2.918005,-99.000,-99.000,-99.00,-99.00,-99.00,20.60,-99.00,GG,Y,C,SuGOHI8
021209-034840,33.038013,-3.811217,-99.000,-99.000,0.74,-99.00,-99.00,20.60,-99.00,GG,,B,HOLISMOKES8
222201+044004,335.505555,4.667938,-99.000,-99.000,0.69,-99.00,-99.00,20.60,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES13"
132221-012821,200.587800,-1.472656,-99.000,-99.000,-99.00,-99.00,-99.00,20.61,-99.00,GG,Y,C,SuGOHI8
141731+011713,214.383173,1.287121,-99.000,-99.000,0.73,-99.00,-99.00,20.61,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
222834+004009,337.142210,0.669390,-99.000,-99.000,0.63,-99.00,-99.00,20.61,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES13 SuGOHI10"
023152-024141,37.967778,-2.694951,-99.000,-99.000,0.85,-99.00,-99.00,20.61,-99.00,GG,V,C,SuGOHI6
023122-052310,37.844387,-5.386288,-99.000,-99.000,0.80,-99.00,-99.00,20.62,-99.00,GG,V,C,SuGOHI6
141215+012727,213.065785,1.457600,-99.000,-99.000,0.74,-99.00,-99.00,20.62,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
021017-035045,32.571402,-3.846017,-99.000,-99.000,0.85,-99.00,-99.00,20.62,-99.00,GG,VY,C,SuGOHI6
090502+004424,136.260362,0.740006,-99.000,-99.000,0.74,-99.00,-99.00,20.62,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
020255-023951,30.731650,-2.664390,-99.000,-99.000,0.68,-99.00,-99.00,20.62,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
093008-000330,142.534890,-0.058392,-99.000,-99.000,0.42,-99.00,-99.00,20.63,21.74,GG,Y,B,"HOLISMOKES8 SuGOHI2"
124629+004116,191.621096,0.688001,-99.000,-99.000,-99.00,-99.00,-99.00,20.63,-99.00,GG,Y,C,SuGOHI8
224644+041550,341.687000,4.263900,-99.000,-99.000,1.02,1.25,-99.00,20.63,23.52,CG,V,B,SuGOHI5
001227+002716,3.114000,0.454500,-99.000,-99.000,0.74,-99.00,-99.00,20.63,23.32,GG,V,C,SuGOHI5
085842-014647,134.678900,-1.779900,-99.000,-99.000,0.77,1.56,-99.00,20.63,25.08,CG,V,C,SuGOHI5
090657+014440,136.740735,1.744649,-99.000,-99.000,0.87,-99.00,-99.00,20.63,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
120445-005332,181.190603,-0.892403,-99.000,-99.000,-99.00,-99.00,-99.00,20.63,23.54,GG,Y,C,SuGOHI1
223500+010605,338.752576,1.101608,-99.000,-99.000,0.94,-99.00,-99.00,20.63,-99.00,GG,V,C,SuGOHI6
092445+025204,141.190058,2.867813,-99.000,-99.000,0.76,-99.00,-99.00,20.64,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
224758+020648,341.993724,2.113595,-99.000,-99.000,0.72,-99.00,-99.00,20.64,-99.00,GG,V,B,SuGOHI6
015727-022657,29.364907,-2.449311,-99.000,-99.000,0.75,-99.00,-99.00,20.64,-99.00,GG,V,C,SuGOHI6
225209+011741,343.038131,1.294901,-99.000,-99.000,0.79,-99.00,-99.00,20.64,-99.00,GG,,B,HOLISMOKES8
115140+003133,177.919200,0.525900,-99.000,-99.000,0.80,0.86,-99.00,20.64,21.70,GG,V,C,SuGOHI5
140954-011215,212.475700,-1.204300,-99.000,-99.000,0.83,1.40,-99.00,20.65,25.40,CG,"VY V",C,"SuGOHI5 SuGOHI6"
085027+020821,132.615615,2.139389,-99.000,-99.000,0.68,-99.00,-99.00,20.65,-99.00,GG,,B,HOLISMOKES8
155920+423232,239.836500,42.542300,-99.000,-99.000,0.80,1.35,-99.00,20.65,22.60,CG,V,B,"SuGOHI5 SuGOHI6"
232557-005226,351.489090,-0.874120,-99.000,-99.000,0.80,-99.00,-99.00,20.65,-99.00,GG,CNN,A,"HOLISMOKES8 DECaLS SuGOHI10 HOLISMOKES6+13 DES"
135304+010818,208.267806,1.138398,-99.000,-99.000,0.86,-99.00,-99.00,20.65,-99.00,GG,,B,HOLISMOKES8
142615+033050,216.566060,3.513925,-99.000,-99.000,-99.00,-99.00,-99.00,20.65,-99.00,GG,Y,C,SuGOHI8
143647-013342,219.198621,-1.561721,-99.000,-99.000,0.76,-99.00,-99.00,20.65,-99.00,GG,VY,C,SuGOHI6
091404-012051,138.520800,-1.347600,-99.000,-99.000,0.79,-99.00,-99.00,20.66,-99.00,GG,V,C,SuGOHI5
133350+022145,203.460042,2.362518,-99.000,-99.000,-99.00,-99.00,-99.00,20.66,-99.00,GG,Y,B,SuGOHI8
231333-000245,348.388840,-0.045894,-99.000,-99.000,0.96,-99.00,-99.00,20.66,-99.00,GG,CNN,A,"HOLISMOKES8 HOLISMOKES13"
115953-011309,179.973003,-1.219388,-99.000,-99.000,0.84,-99.00,-99.00,20.66,-99.00,GG,V,C,SuGOHI6
225012+053939,342.550981,5.661042,-99.000,-99.000,0.73,-99.00,-99.00,20.66,-99.00,GG,,B,HOLISMOKES8
160815+420009,242.065400,42.002500,-99.000,-99.000,0.64,1.86,-99.00,20.66,22.94,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI5 HOLISMOKES6+13"
223352-003120,338.467600,-0.522300,-99.000,-99.000,0.62,0.97,-99.00,20.67,23.28,CG,V,C,SuGOHI5
143519-010636,218.829500,-1.110000,-99.000,-99.000,0.76,-99.00,-99.00,20.67,24.03,CG,"VY V",B,"SuGOHI5 SuGOHI6"
112203-014707,170.514419,-1.785352,-99.000,-99.000,-99.00,-99.00,-99.00,20.67,-99.00,GG,Y,C,SuGOHI8
153723+435534,234.347500,43.926300,-99.000,-99.000,0.41,-99.00,-99.00,20.67,-99.00,GG,V,C,SuGOHI5
123648-002834,189.202128,-0.476228,-99.000,-99.000,0.65,-99.00,-99.00,20.68,-99.00,GG,,B,HOLISMOKES8
015731-021503,29.381090,-2.250910,-99.000,-99.000,0.68,-99.00,-99.00,20.68,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
145204+012624,223.016991,1.440257,-99.000,-99.000,0.72,-99.00,-99.00,20.68,-99.00,GG,V,C,SuGOHI6
091413-002444,138.556129,-0.412251,-99.000,-99.000,0.75,-99.00,-99.00,20.68,-99.00,GG,"VY CNN",B,"SuGOHI10 SuGOHI6"
161114+442324,242.810538,44.390136,-99.000,-99.000,0.79,-99.00,-99.00,20.68,-99.00,GG,VY,C,SuGOHI6
221522+010528,333.842800,1.091100,-99.000,-99.000,0.50,-99.00,-99.00,20.68,21.72,GG,V,B,"HOLISMOKES8 SuGOHI5"
224913+010854,342.305396,1.148334,-99.000,-99.000,1.03,-99.00,-99.00,20.69,-99.00,GG,V,C,SuGOHI6
010021-004349,15.089921,-0.730342,-99.000,-99.000,-99.00,-99.00,-99.00,20.69,-99.00,GG,Y,C,SuGOHI8
142557+005618,216.490261,0.938490,0.532,-99.000,0.84,-99.00,-99.00,20.69,-99.00,GG,V,C,SuGOHI6
020810-040220,32.044970,-4.038910,-99.000,-99.000,-99.00,-99.00,-99.00,20.69,-99.00,CG,"CNN K",A,"HOLISMOKES13 More2016"
123616+021421,189.066827,2.239359,-99.000,-99.000,-99.00,-99.00,-99.00,20.69,-99.00,GG,Y,B,SuGOHI8
132439-015026,201.166438,-1.840695,-99.000,-99.000,-99.00,-99.00,-99.00,20.69,-99.00,GG,Y,C,SuGOHI8
143013+005450,217.555113,0.913995,-99.000,-99.000,0.83,-99.00,-99.00,20.69,-99.00,GG,VY,C,SuGOHI6
020145-052858,30.439549,-5.482910,-99.000,-99.000,0.73,-99.00,-99.00,20.69,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
221331+004836,333.382708,0.810039,-99.000,-99.000,0.95,1.38,-99.00,20.69,25.82,CG,"K V",A,"More2012 SuGOHI5 More2016"
010709-001904,16.788545,-0.317902,-99.000,-99.000,0.72,-99.00,-99.00,20.69,-99.00,GG,,B,HOLISMOKES8
162914+440935,247.311021,44.159874,-99.000,-99.000,0.93,-99.00,-99.00,20.70,-99.00,GG,V,C,SuGOHI6
143832-002326,219.635300,-0.390700,-99.000,-99.000,0.88,1.22,-99.00,20.70,22.49,GG,"CNN V",B,"SuGOHI5 SuGOHI6 HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
022410-033605,36.043196,-3.601476,-99.000,-99.000,0.72,1.24,-99.00,20.70,23.52,CG,"CNN V Y",A,"HOLISMOKES8 SuGOHI1 SuGOHI5 HOLISMOKES6+13"
022012-025843,35.050212,-2.978831,-99.000,-99.000,0.80,-99.00,-99.00,20.70,-99.00,GG,V,C,SuGOHI6
223425+015322,338.606600,1.889600,-99.000,-99.000,0.73,1.68,-99.00,20.70,26.48,CG,V,C,SuGOHI5
111818+021102,169.577354,2.184014,-99.000,-99.000,-99.00,-99.00,-99.00,20.70,-99.00,GG,Y,C,SuGOHI8
011600+022831,19.001101,2.475363,-99.000,-99.000,0.82,-99.00,-99.00,20.70,-99.00,GG,,B,HOLISMOKES8
140042-010556,210.178482,-1.099092,-99.000,-99.000,0.74,-99.00,-99.00,20.71,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
163351+432423,248.465200,43.406400,-99.000,-99.000,0.82,0.80,-99.00,20.71,21.69,CG,V,C,"SuGOHI5 SuGOHI6"
091328-001320,138.367550,-0.222360,-99.000,-99.000,0.55,-99.00,-99.00,20.71,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
223555+011031,338.981323,1.175348,-99.000,-99.000,0.72,-99.00,-99.00,20.71,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES13"
085655+005711,134.229743,0.953176,-99.000,-99.000,0.78,-99.00,-99.00,20.72,-99.00,GG,"CNN V",B,"HOLISMOKES6+13 SuGOHI10 SuGOHI6"
155806+431702,239.525575,43.283964,-99.000,-99.000,0.75,-99.00,-99.00,20.72,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
110404-003703,166.018995,-0.617504,-99.000,-99.000,-99.00,-99.00,-99.00,20.72,-99.00,GG,Y,C,SuGOHI8
120233+042541,180.639508,4.428091,-99.000,-99.000,-99.00,-99.00,-99.00,20.72,-99.00,GG,Y,C,SuGOHI8
100554-010357,151.475500,-1.065900,-99.000,-99.000,1.05,2.89,-99.00,20.72,24.04,CG,V,B,SuGOHI5
142410-005317,216.045149,-0.888092,-99.000,-99.000,0.88,-99.00,-99.00,20.72,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
142240+441140,215.666979,44.194618,-99.000,-99.000,-99.00,-99.00,-99.00,20.72,-99.00,GG,Y,C,SuGOHI8
021807-051536,34.530375,-5.260044,-99.000,-99.000,0.56,-99.00,-99.00,20.73,19.91,CG,"K V",A,"More2012 SuGOHI5 More2016"
144354-000731,220.979100,-0.125300,-99.000,-99.000,0.89,-99.00,-99.00,20.73,22.32,GG,V,B,SuGOHI5
161336+540656,243.400300,54.115500,-99.000,-99.000,1.13,-99.00,-99.00,20.73,-99.00,GG,V,B,SuGOHI5
141259+010259,213.246677,1.049776,-99.000,-99.000,0.75,-99.00,-99.00,20.74,-99.00,GG,V,C,SuGOHI6
120617+005509,181.573900,0.919400,-99.000,-99.000,0.96,1.37,-99.00,20.75,22.99,CG,V,C,SuGOHI5
223515+001222,338.814500,0.206200,-99.000,-99.000,0.65,-99.00,-99.00,20.75,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI5"
232346-003037,350.941900,-0.510500,-99.000,-99.000,1.30,1.32,-99.00,20.76,22.24,GG,"CNN V",B,"SuGOHI10 HOLISMOKES6+13 DES SuGOHI5"
135754-013601,209.476669,-1.600453,-99.000,-99.000,0.73,-99.00,-99.00,20.77,-99.00,GG,V,C,SuGOHI6
150408+015744,226.037262,1.962391,-99.000,-99.000,-99.00,-99.00,-99.00,20.77,-99.00,GG,Y,B,SuGOHI8
110155+032954,165.482693,3.498527,-99.000,-99.000,-99.00,-99.00,-99.00,20.77,-99.00,GG,Y,C,SuGOHI8
224116+001321,340.319469,0.222692,-99.000,-99.000,0.82,-99.00,-99.00,20.77,-99.00,GG,VY,C,SuGOHI6
093658+035845,144.243825,3.979249,-99.000,-99.000,-99.00,-99.00,-99.00,20.77,-99.00,GG,Y,B,SuGOHI8
103430+042557,158.626514,4.432618,-99.000,-99.000,-99.00,-99.00,-99.00,20.77,-99.00,GG,Y,C,SuGOHI8
085247+045218,133.198204,4.871803,-99.000,-99.000,-99.00,-99.00,-99.00,20.77,-99.00,GG,Y,C,SuGOHI8
111618+033628,169.077181,3.607911,-99.000,-99.000,-99.00,-99.00,-99.00,20.77,-99.00,GG,Y,C,SuGOHI8
231959+005814,349.997700,0.970600,-99.000,-99.000,1.81,2.44,-99.00,20.78,25.27,CG,V,C,SuGOHI5
154729+423637,236.873646,42.610293,-99.000,-99.000,0.94,-99.00,-99.00,20.78,-99.00,GG,VY,C,SuGOHI6
142729-004245,216.873110,-0.712578,-99.000,-99.000,0.76,-99.00,-99.00,20.78,-99.00,GG,"CNN V",B,"SuGOHI10 SuGOHI6"
222723+003257,336.846497,0.549375,-99.000,-99.000,0.85,-99.00,-99.00,20.78,-99.00,GG,VY,B,SuGOHI6
110028+024436,165.120034,2.743569,-99.000,-99.000,-99.00,-99.00,-99.00,20.78,-99.00,GG,Y,C,SuGOHI8
085308+000416,133.283753,0.071313,-99.000,-99.000,0.82,-99.00,-99.00,20.78,-99.00,GG,V,C,SuGOHI6
093100-003810,142.751490,-0.636380,-99.000,-99.000,0.55,-99.00,-99.00,20.78,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
022951-061746,37.466300,-6.296300,-99.000,-99.000,0.74,1.19,-99.00,20.79,24.94,CG,V,C,SuGOHI5
090509+024526,136.289370,2.757342,-99.000,-99.000,0.83,-99.00,-99.00,20.79,-99.00,GG,VY,C,SuGOHI6
121208-000356,183.035836,-0.065813,-99.000,-99.000,0.76,-99.00,-99.00,20.79,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 SuGOHI6"
090357-000502,135.988125,-0.084007,-99.000,-99.000,0.78,-99.00,-99.00,20.79,-99.00,GG,VY,C,SuGOHI6
130004+014450,195.020190,1.747300,-99.000,-99.000,-99.00,-99.00,-99.00,20.79,-99.00,GG,Y,B,SuGOHI8
095955+021901,149.983250,2.317164,0.933,-99.000,0.97,-99.00,-99.00,20.80,24.47,CG,"K V",A,"More2012 SuGOHI5 More2016"
120009-014615,180.039425,-1.771093,-99.000,-99.000,0.74,-99.00,-99.00,20.80,-99.00,GG,,B,HOLISMOKES8
085723-000624,134.348083,-0.106752,-99.000,-99.000,0.78,-99.00,-99.00,20.80,-99.00,GG,V,C,SuGOHI6
090254+041431,135.726077,4.242002,-99.000,-99.000,0.74,-99.00,-99.00,20.80,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
134910-002511,207.295000,-0.419950,-99.000,-99.000,0.64,-99.00,-99.00,20.80,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
124503+024354,191.263207,2.731856,-99.000,-99.000,-99.00,-99.00,-99.00,20.81,-99.00,GG,Y,C,SuGOHI8
141405-001546,213.521455,-0.262910,-99.000,-99.000,0.81,-99.00,-99.00,20.81,-99.00,GG,V,C,SuGOHI6
091020-002621,137.585400,-0.439200,-99.000,-99.000,0.46,1.67,-99.00,20.81,24.74,CG,V,C,SuGOHI5
091915+015019,139.816000,1.838700,-99.000,-99.000,0.78,1.84,-99.00,20.81,25.65,CG,V,C,SuGOHI5
020449-020206,31.207834,-2.035043,-99.000,-99.000,0.86,-99.00,-99.00,20.81,-99.00,GG,"CNN V",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI6"
142820+031902,217.086925,3.317474,-99.000,-99.000,-99.00,-99.00,-99.00,20.81,-99.00,GG,Y,C,SuGOHI8
083651+003038,129.216234,0.510564,-99.000,-99.000,0.84,-99.00,-99.00,20.81,-99.00,GG,,B,HOLISMOKES8
141744+002150,214.435430,0.364130,-99.000,-99.000,0.93,-99.00,-99.00,20.82,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
233608+005406,354.034822,0.901673,-99.000,-99.000,0.65,-99.00,-99.00,20.82,-99.00,GG,,B,HOLISMOKES8
151710+440740,229.295400,44.127790,-99.000,-99.000,0.63,-99.00,-99.00,20.83,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
154910+433633,237.295025,43.609299,-99.000,-99.000,0.88,-99.00,-99.00,20.83,-99.00,GG,V,C,SuGOHI6
131140+025539,197.917866,2.927630,-99.000,-99.000,-99.00,-99.00,-99.00,20.83,-99.00,GG,Y,C,SuGOHI8
220923+011120,332.346700,1.189000,-99.000,-99.000,0.86,1.46,-99.00,20.83,25.54,GG,V,C,SuGOHI5
145230+001626,223.128805,0.273914,-99.000,-99.000,0.61,-99.00,-99.00,20.84,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES13"
113701+000630,174.254400,0.108400,-99.000,-99.000,0.58,1.87,-99.00,20.84,26.74,CG,V,C,SuGOHI5
091234-004338,138.142398,-0.727313,-99.000,-99.000,-99.00,-99.00,-99.00,20.84,22.41,GG,Y,C,SuGOHI1
160118+432842,240.326432,43.478500,-99.000,-99.000,0.92,-99.00,-99.00,20.84,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
104549-002713,161.457406,-0.453761,-99.000,-99.000,-99.00,-99.00,-99.00,20.85,-99.00,GG,Y,C,SuGOHI8
140347+425700,210.945920,42.950252,-99.000,-99.000,-99.00,-99.00,-99.00,20.85,-99.00,GG,Y,C,SuGOHI8
021156-032206,32.984598,-3.368337,-99.000,-99.000,0.59,-99.00,-99.00,20.85,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
121246-001711,183.194710,-0.286441,-99.000,-99.000,0.73,-99.00,-99.00,20.85,-99.00,GG,VY,C,SuGOHI6
155807+431354,239.530737,43.231668,-99.000,-99.000,0.92,-99.00,-99.00,20.86,-99.00,GG,VY,C,SuGOHI6
135543-005310,208.930350,-0.886160,-99.000,-99.000,0.75,-99.00,-99.00,20.86,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
